,ACC
0,0.36041259765625
1,0.36309814453125
2,0.3614501953125
3,0.36016845703125
4,0.36065673828125
5,0.3604736328125
6,0.3551025390625
7,0.3587646484375
8,0.35760498046875
9,0.35797119140625
10,0.35760498046875
11,0.3558349609375
12,0.35595703125
13,0.35650634765625
14,0.357421875
15,0.3560791015625
16,0.35626220703125
17,0.35540771484375
18,0.3565673828125
19,0.3553466796875
20,0.35650634765625
21,0.353759765625
22,0.3575439453125
23,0.3541259765625
24,0.35595703125
25,0.35650634765625
26,0.35296630859375
27,0.35626220703125
28,0.35711669921875
29,0.35638427734375
30,0.35595703125
31,0.35491943359375
32,0.35736083984375
33,0.35699462890625
34,0.357666015625
35,0.3592529296875
36,0.3594970703125
37,0.357177734375
38,0.36053466796875
39,0.3582763671875
40,0.360107421875
41,0.36065673828125
42,0.36444091796875
43,0.36029052734375
44,0.36370849609375
45,0.365966796875
46,0.36309814453125
47,0.36370849609375
48,0.3641357421875
49,0.36248779296875
50,0.36419677734375
51,0.36322021484375
52,0.3636474609375
53,0.36419677734375
54,0.36346435546875
55,0.36212158203125
56,0.3621826171875
57,0.36309814453125
58,0.36505126953125
59,0.3616943359375
60,0.364990234375
61,0.365234375
62,0.364013671875
63,0.35980224609375
64,0.36334228515625
65,0.364501953125
66,0.35906982421875
67,0.3607177734375
68,0.3614501953125
69,0.3597412109375
70,0.3583984375
71,0.35760498046875
72,0.35888671875
73,0.3575439453125
74,0.35760498046875
75,0.35797119140625
76,0.3580322265625
77,0.35858154296875
78,0.356201171875
79,0.35687255859375
80,0.35748291015625
81,0.35595703125
82,0.3590087890625
83,0.35467529296875
84,0.35760498046875
85,0.360107421875
86,0.3533935546875
87,0.35498046875
88,0.35614013671875
89,0.35565185546875
90,0.35650634765625
91,0.3548583984375
92,0.35565185546875
93,0.357421875
94,0.35821533203125
95,0.35675048828125
96,0.35821533203125
97,0.35784912109375
98,0.357666015625
99,0.3565673828125
100,0.358642578125
101,0.361083984375
102,0.35638427734375
103,0.3594970703125
104,0.36224365234375
105,0.35693359375
106,0.36053466796875
107,0.3609619140625
108,0.3612060546875
109,0.36260986328125
110,0.36285400390625
111,0.362548828125
112,0.3621826171875
113,0.36517333984375
114,0.36358642578125
115,0.3629150390625
116,0.36151123046875
117,0.3643798828125
118,0.3663330078125
119,0.36676025390625
120,0.363525390625
121,0.3642578125
122,0.3641357421875
123,0.36273193359375
124,0.3656005859375
125,0.36566162109375
126,0.3665771484375
127,0.3660888671875
128,0.3626708984375
129,0.36376953125
130,0.364990234375
131,0.3642578125
132,0.363525390625
133,0.3624267578125
134,0.36053466796875
135,0.36126708984375
136,0.36260986328125
137,0.361572265625
138,0.35870361328125
139,0.35931396484375
140,0.36065673828125
141,0.35418701171875
142,0.3580322265625
143,0.3577880859375
144,0.3572998046875
145,0.358642578125
146,0.35614013671875
147,0.35711669921875
148,0.357666015625
149,0.35675048828125
150,0.35546875
151,0.35711669921875
152,0.35540771484375
153,0.35614013671875
154,0.3548583984375
155,0.35723876953125
156,0.35516357421875
157,0.35455322265625
158,0.3564453125
159,0.3538818359375
160,0.3565673828125
161,0.35595703125
162,0.35498046875
163,0.3544921875
164,0.35498046875
165,0.356689453125
166,0.35693359375
167,0.357177734375
168,0.357421875
169,0.35601806640625
170,0.357421875
171,0.35821533203125
172,0.35821533203125
173,0.35845947265625
174,0.35821533203125
175,0.358642578125
176,0.362548828125
177,0.36175537109375
178,0.35882568359375
179,0.36224365234375
180,0.3642578125
181,0.3614501953125
182,0.3648681640625
183,0.36199951171875
184,0.36260986328125
185,0.36444091796875
186,0.36395263671875
187,0.3646240234375
188,0.3626708984375
189,0.361328125
190,0.36285400390625
191,0.364501953125
192,0.3660888671875
193,0.36517333984375
194,0.36346435546875
195,0.36468505859375
196,0.36224365234375
197,0.36669921875
198,0.36431884765625
199,0.3631591796875
200,0.36029052734375
201,0.3636474609375
202,0.36285400390625
203,0.35888671875
204,0.3626708984375
205,0.361572265625
206,0.3599853515625
207,0.3603515625
208,0.35772705078125
209,0.35943603515625
210,0.35955810546875
211,0.35845947265625
212,0.35760498046875
213,0.35858154296875
214,0.35760498046875
215,0.3564453125
216,0.3582763671875
217,0.35565185546875
218,0.35821533203125
219,0.35595703125
220,0.3587646484375
221,0.3563232421875
222,0.35601806640625
223,0.35736083984375
224,0.357666015625
225,0.3564453125
226,0.3572998046875
227,0.355224609375
228,0.35498046875
229,0.35589599609375
230,0.35528564453125
231,0.3572998046875
232,0.35809326171875
233,0.3570556640625
234,0.35894775390625
235,0.35736083984375
236,0.3580322265625
237,0.357666015625
238,0.3594970703125
239,0.35711669921875
240,0.360107421875
241,0.359375
242,0.363037109375
243,0.35931396484375
244,0.36285400390625
245,0.36309814453125
246,0.360595703125
247,0.3636474609375
248,0.3656005859375
249,0.36212158203125
250,0.36492919921875
251,0.36395263671875
252,0.36346435546875
253,0.36181640625
254,0.36041259765625
255,0.3638916015625
256,0.36468505859375
257,0.36456298828125
258,0.3648681640625
259,0.36474609375
260,0.36041259765625
261,0.36309814453125
262,0.36279296875
263,0.36285400390625
264,0.3604736328125
265,0.36297607421875
266,0.36383056640625
267,0.36224365234375
268,0.3603515625
269,0.3623046875
270,0.359375
271,0.359375
272,0.359375
273,0.35821533203125
274,0.35845947265625
275,0.36041259765625
276,0.35791015625
277,0.35821533203125
278,0.35797119140625
279,0.36029052734375
280,0.35540771484375
281,0.356201171875
282,0.35491943359375
283,0.35748291015625
284,0.35650634765625
285,0.35443115234375
286,0.35723876953125
287,0.35601806640625
288,0.353759765625
289,0.35711669921875
290,0.3565673828125
291,0.35650634765625
292,0.35516357421875
293,0.3546142578125
294,0.35687255859375
295,0.356689453125
296,0.35675048828125
297,0.3572998046875
298,0.3563232421875
299,0.35748291015625
300,0.354736328125
301,0.3580322265625
302,0.3580322265625
303,0.36090087890625
304,0.35693359375
305,0.359375
306,0.3623046875
307,0.35772705078125
308,0.363037109375
309,0.36334228515625
310,0.36126708984375
311,0.36224365234375
312,0.36248779296875
313,0.3626708984375
314,0.3641357421875
315,0.364990234375
316,0.36407470703125
317,0.362060546875
318,0.3631591796875
319,0.36004638671875
320,0.361083984375
321,0.36297607421875
322,0.3662109375
323,0.36346435546875
324,0.3651123046875
325,0.3643798828125
326,0.36431884765625
327,0.36419677734375
328,0.36456298828125
329,0.36151123046875
330,0.3631591796875
331,0.36102294921875
332,0.36297607421875
333,0.3619384765625
334,0.36065673828125
335,0.35943603515625
336,0.35955810546875
337,0.36041259765625
338,0.35943603515625
339,0.35968017578125
340,0.35772705078125
341,0.36077880859375
342,0.35736083984375
343,0.35723876953125
344,0.35845947265625
345,0.35394287109375
346,0.35693359375
347,0.35711669921875
348,0.35791015625
349,0.356201171875
350,0.3551025390625
351,0.35595703125
352,0.35565185546875
353,0.35760498046875
354,0.35650634765625
355,0.3587646484375
356,0.35577392578125
357,0.35791015625
358,0.3555908203125
359,0.358642578125
360,0.35797119140625
361,0.357666015625
362,0.35882568359375
363,0.35772705078125
364,0.35784912109375
365,0.35980224609375
366,0.3612060546875
367,0.361328125
368,0.36358642578125
369,0.36248779296875
370,0.36309814453125
371,0.36114501953125
372,0.36279296875
373,0.365478515625
374,0.36407470703125
375,0.36346435546875
376,0.3651123046875
377,0.36834716796875
378,0.36212158203125
379,0.36224365234375
380,0.36279296875
381,0.36285400390625
382,0.36456298828125
383,0.367919921875
384,0.366455078125
385,0.36700439453125
386,0.36358642578125
387,0.36712646484375
388,0.36724853515625
389,0.36480712890625
390,0.36383056640625
391,0.3646240234375
392,0.3616943359375
393,0.3638916015625
394,0.3623046875
395,0.36285400390625
396,0.36114501953125
397,0.36199951171875
398,0.36297607421875
399,0.3590087890625
400,0.36114501953125
401,0.36090087890625
402,0.35870361328125
403,0.3597412109375
404,0.356689453125
405,0.35906982421875
406,0.3587646484375
407,0.35931396484375
408,0.35748291015625
409,0.35992431640625
410,0.356201171875
411,0.35845947265625
412,0.3544921875
413,0.35772705078125
414,0.3568115234375
415,0.35675048828125
416,0.36065673828125
417,0.35614013671875
418,0.35845947265625
419,0.35809326171875
420,0.358642578125
421,0.35809326171875
422,0.3563232421875
423,0.35589599609375
424,0.357421875
425,0.35797119140625
426,0.35980224609375
427,0.35833740234375
428,0.36029052734375
429,0.35821533203125
430,0.359375
431,0.357666015625
432,0.3624267578125
433,0.35882568359375
434,0.363525390625
435,0.36492919921875
436,0.3590087890625
437,0.36358642578125
438,0.36395263671875
439,0.364013671875
440,0.365234375
441,0.36297607421875
442,0.3631591796875
443,0.36474609375
444,0.3660888671875
445,0.36669921875
446,0.36376953125
447,0.36285400390625
448,0.3646240234375
449,0.3629150390625
450,0.367431640625
451,0.3685302734375
452,0.36517333984375
453,0.3651123046875
454,0.36700439453125
455,0.3670654296875
456,0.36370849609375
457,0.365966796875
458,0.36322021484375
459,0.3634033203125
460,0.36065673828125
461,0.3626708984375
462,0.36083984375
463,0.36065673828125
464,0.3609619140625
465,0.35906982421875
466,0.36273193359375
467,0.3585205078125
468,0.35894775390625
469,0.3563232421875
470,0.362548828125
471,0.35821533203125
472,0.3568115234375
473,0.35888671875
474,0.35662841796875
475,0.35748291015625
476,0.358154296875
477,0.3565673828125
478,0.3568115234375
479,0.3568115234375
480,0.35784912109375
481,0.3565673828125
482,0.35693359375
483,0.35650634765625
484,0.3563232421875
485,0.3564453125
486,0.35675048828125
487,0.35687255859375
488,0.35540771484375
489,0.358642578125
490,0.3551025390625
491,0.35894775390625
492,0.3585205078125
493,0.35528564453125
494,0.359375
495,0.3592529296875
496,0.35797119140625
497,0.35968017578125
498,0.35809326171875
499,0.3582763671875
500,0.35968017578125
501,0.36126708984375
502,0.3616943359375
503,0.360595703125
504,0.36383056640625
505,0.36248779296875
506,0.36212158203125
507,0.3646240234375
508,0.36785888671875
509,0.36151123046875
510,0.3653564453125
511,0.3658447265625
512,0.3642578125
513,0.36572265625
514,0.366455078125
515,0.3619384765625
516,0.36297607421875
517,0.3634033203125
518,0.3653564453125
519,0.36724853515625
520,0.366943359375
521,0.367431640625
522,0.3653564453125
523,0.36761474609375
524,0.35943603515625
525,0.3651123046875
526,0.3646240234375
527,0.36285400390625
528,0.36212158203125
529,0.36370849609375
530,0.363525390625
531,0.35986328125
532,0.36273193359375
533,0.35968017578125
534,0.3609619140625
535,0.36175537109375
536,0.35919189453125
537,0.3582763671875
538,0.35919189453125
539,0.3587646484375
540,0.35797119140625
541,0.359130859375
542,0.35845947265625
543,0.3590087890625
544,0.3531494140625
545,0.3572998046875
546,0.3568115234375
547,0.35595703125
548,0.357177734375
549,0.35565185546875
550,0.357177734375
551,0.35797119140625
552,0.355712890625
553,0.3544921875
554,0.354736328125
555,0.356689453125
556,0.3564453125
557,0.35784912109375
558,0.35595703125
559,0.35687255859375
560,0.355712890625
561,0.35723876953125
562,0.35491943359375
563,0.357177734375
564,0.35772705078125
565,0.356201171875
566,0.35870361328125
567,0.35906982421875
568,0.3577880859375
569,0.35980224609375
570,0.3604736328125
571,0.36090087890625
572,0.3604736328125
573,0.36102294921875
574,0.3594970703125
575,0.3621826171875
576,0.36395263671875
577,0.361572265625
578,0.36419677734375
579,0.36376953125
580,0.36444091796875
581,0.363037109375
582,0.36566162109375
583,0.3607177734375
584,0.361328125
585,0.36370849609375
586,0.36297607421875
587,0.36334228515625
588,0.36578369140625
589,0.36431884765625
590,0.3653564453125
591,0.3636474609375
592,0.364013671875
593,0.363525390625
594,0.3631591796875
595,0.36016845703125
596,0.36236572265625
597,0.3602294921875
598,0.36102294921875
599,0.35955810546875
600,0.36236572265625
601,0.3609619140625
602,0.35772705078125
603,0.35858154296875
604,0.35919189453125
605,0.3568115234375
606,0.3602294921875
607,0.35833740234375
608,0.35797119140625
609,0.355712890625
610,0.3563232421875
611,0.3580322265625
612,0.35699462890625
613,0.35650634765625
614,0.3580322265625
615,0.35601806640625
616,0.35650634765625
617,0.354736328125
618,0.35711669921875
619,0.35675048828125
620,0.35467529296875
621,0.3577880859375
622,0.35467529296875
623,0.3570556640625
624,0.3575439453125
625,0.35565185546875
626,0.35589599609375
627,0.35565185546875
628,0.35479736328125
629,0.357666015625
630,0.35760498046875
631,0.35760498046875
632,0.359130859375
633,0.3570556640625
634,0.35845947265625
635,0.35784912109375
636,0.36083984375
637,0.35882568359375
638,0.35906982421875
639,0.3634033203125
640,0.3603515625
641,0.3607177734375
642,0.363525390625
643,0.36309814453125
644,0.36285400390625
645,0.36309814453125
646,0.3648681640625
647,0.3643798828125
648,0.36309814453125
649,0.3623046875
650,0.360107421875
651,0.36346435546875
652,0.3614501953125
653,0.36724853515625
654,0.364990234375
655,0.36358642578125
656,0.36383056640625
657,0.366455078125
658,0.3629150390625
659,0.35888671875
660,0.36444091796875
661,0.36279296875
662,0.3636474609375
663,0.36163330078125
664,0.36181640625
665,0.36175537109375
666,0.360107421875
667,0.3604736328125
668,0.35894775390625
669,0.3603515625
670,0.35870361328125
671,0.3603515625
672,0.35528564453125
673,0.35992431640625
674,0.35906982421875
675,0.356689453125
676,0.35772705078125
677,0.35662841796875
678,0.3555908203125
679,0.35833740234375
680,0.3572998046875
681,0.35699462890625
682,0.35479736328125
683,0.3560791015625
684,0.35699462890625
685,0.35638427734375
686,0.35491943359375
687,0.35296630859375
688,0.35546875
689,0.35467529296875
690,0.35479736328125
691,0.352783203125
692,0.35723876953125
693,0.354248046875
694,0.3558349609375
695,0.35723876953125
696,0.35321044921875
697,0.3580322265625
698,0.35711669921875
699,0.3558349609375
700,0.358642578125
701,0.3580322265625
702,0.3577880859375
703,0.358154296875
704,0.3597412109375
705,0.36083984375
706,0.36114501953125
707,0.36090087890625
708,0.358642578125
709,0.3603515625
710,0.36199951171875
711,0.36688232421875
712,0.36297607421875
713,0.36279296875
714,0.3662109375
715,0.36407470703125
716,0.3623046875
717,0.36553955078125
718,0.36358642578125
719,0.36383056640625
720,0.361083984375
721,0.36199951171875
722,0.36614990234375
723,0.36798095703125
724,0.36590576171875
725,0.3646240234375
726,0.36334228515625
727,0.36572265625
728,0.36322021484375
729,0.36279296875
730,0.3626708984375
731,0.36456298828125
732,0.36175537109375
733,0.36102294921875
734,0.363037109375
735,0.36199951171875
736,0.3599853515625
737,0.36285400390625
738,0.360107421875
739,0.36016845703125
740,0.359375
741,0.35919189453125
742,0.35882568359375
743,0.359375
744,0.35888671875
745,0.358642578125
746,0.35784912109375
747,0.35809326171875
748,0.35662841796875
749,0.3577880859375
750,0.35552978515625
751,0.36053466796875
752,0.35601806640625
753,0.35797119140625
754,0.35986328125
755,0.35528564453125
756,0.357177734375
757,0.35723876953125
758,0.35546875
759,0.35723876953125
760,0.35601806640625
761,0.35748291015625
762,0.35638427734375
763,0.35650634765625
764,0.35711669921875
765,0.35650634765625
766,0.35943603515625
767,0.35650634765625
768,0.35687255859375
769,0.3583984375
770,0.36248779296875
771,0.3592529296875
772,0.3602294921875
773,0.3623046875
774,0.35888671875
775,0.36126708984375
776,0.36474609375
777,0.36328125
778,0.364990234375
779,0.36279296875
780,0.36346435546875
781,0.365234375
782,0.365478515625
783,0.3651123046875
784,0.36376953125
785,0.365478515625
786,0.364990234375
787,0.35888671875
788,0.3648681640625
789,0.3660888671875
790,0.36517333984375
791,0.36328125
792,0.36865234375
793,0.36541748046875
794,0.362060546875
795,0.36529541015625
796,0.365966796875
797,0.365478515625
798,0.36370849609375
799,0.36236572265625
800,0.3623046875
801,0.36199951171875
802,0.3621826171875
803,0.36065673828125
804,0.3623046875
805,0.3594970703125
806,0.36029052734375
807,0.35614013671875
808,0.36090087890625
809,0.36114501953125
810,0.3585205078125
811,0.35772705078125
812,0.35858154296875
813,0.35638427734375
814,0.36114501953125
815,0.35784912109375
816,0.35858154296875
817,0.35687255859375
818,0.35687255859375
819,0.35791015625
820,0.3560791015625
821,0.3564453125
822,0.355712890625
823,0.35711669921875
824,0.3563232421875
825,0.35693359375
826,0.35498046875
827,0.35955810546875
828,0.356201171875
829,0.3597412109375
830,0.360107421875
831,0.35601806640625
832,0.3604736328125
833,0.35955810546875
834,0.359130859375
835,0.3597412109375
836,0.35870361328125
837,0.3604736328125
838,0.36248779296875
839,0.3621826171875
840,0.36370849609375
841,0.36126708984375
842,0.3636474609375
843,0.36163330078125
844,0.36505126953125
845,0.36761474609375
846,0.3668212890625
847,0.3638916015625
848,0.36669921875
849,0.36669921875
850,0.36029052734375
851,0.36474609375
852,0.36444091796875
853,0.36785888671875
854,0.36761474609375
855,0.36724853515625
856,0.36578369140625
857,0.36669921875
858,0.3663330078125
859,0.36431884765625
860,0.36566162109375
861,0.36309814453125
862,0.36334228515625
863,0.361572265625
864,0.36407470703125
865,0.35992431640625
866,0.36114501953125
867,0.36279296875
868,0.361572265625
869,0.35894775390625
870,0.3603515625
871,0.35931396484375
872,0.3587646484375
873,0.357421875
874,0.3585205078125
875,0.35888671875
876,0.35870361328125
877,0.35986328125
878,0.35687255859375
879,0.358642578125
880,0.35809326171875
881,0.35723876953125
882,0.35577392578125
883,0.35955810546875
884,0.35662841796875
885,0.35784912109375
886,0.358642578125
887,0.354736328125
888,0.35723876953125
889,0.35809326171875
890,0.35638427734375
891,0.35638427734375
892,0.35626220703125
893,0.35711669921875
894,0.358154296875
895,0.35888671875
896,0.35693359375
897,0.35931396484375
898,0.35711669921875
899,0.361083984375
900,0.3572998046875
901,0.364013671875
902,0.36181640625
903,0.36151123046875
904,0.36395263671875
905,0.36114501953125
906,0.3629150390625
907,0.365478515625
908,0.361328125
909,0.36297607421875
910,0.3624267578125
911,0.3642578125
912,0.36334228515625
913,0.360107421875
914,0.35955810546875
915,0.36517333984375
916,0.3658447265625
917,0.3623046875
918,0.36614990234375
919,0.3653564453125
920,0.364013671875
921,0.363525390625
922,0.363525390625
923,0.363037109375
924,0.357666015625
925,0.362548828125
926,0.36077880859375
927,0.35992431640625
928,0.3603515625
929,0.35833740234375
930,0.359619140625
931,0.3597412109375
932,0.35992431640625
933,0.3570556640625
934,0.3583984375
935,0.35809326171875
936,0.35784912109375
937,0.35504150390625
938,0.35992431640625
939,0.35699462890625
940,0.35601806640625
941,0.35906982421875
942,0.35467529296875
943,0.35809326171875
944,0.35711669921875
945,0.35675048828125
946,0.35662841796875
947,0.3551025390625
948,0.3564453125
949,0.35693359375
950,0.3563232421875
951,0.3564453125
952,0.35491943359375
953,0.3565673828125
954,0.35589599609375
955,0.35614013671875
956,0.35552978515625
957,0.35968017578125
958,0.35443115234375
959,0.36041259765625
960,0.361083984375
961,0.357666015625
962,0.3597412109375
963,0.36004638671875
964,0.3594970703125
965,0.36285400390625
966,0.360595703125
967,0.361328125
968,0.3614501953125
969,0.3641357421875
970,0.36322021484375
971,0.36468505859375
972,0.36346435546875
973,0.3624267578125
974,0.35986328125
975,0.36285400390625
976,0.36444091796875
977,0.36163330078125
978,0.3599853515625
979,0.36602783203125
980,0.3646240234375
981,0.36138916015625
982,0.365478515625
983,0.36407470703125
984,0.3623046875
985,0.363037109375
986,0.3624267578125
987,0.363037109375
988,0.36328125
989,0.36322021484375
990,0.36236572265625
991,0.36181640625
992,0.3614501953125
993,0.36102294921875
994,0.3582763671875
995,0.3597412109375
996,0.35906982421875
997,0.36163330078125
998,0.35711669921875
999,0.358154296875
1000,0.36065673828125
1001,0.35736083984375
1002,0.35931396484375
1003,0.35906982421875
1004,0.3563232421875
1005,0.35888671875
1006,0.35723876953125
1007,0.357177734375
1008,0.358154296875
1009,0.35711669921875
1010,0.35601806640625
1011,0.3568115234375
1012,0.3564453125
1013,0.3565673828125
1014,0.35430908203125
1015,0.3563232421875
1016,0.3551025390625
1017,0.35626220703125
1018,0.35687255859375
1019,0.3551025390625
1020,0.3590087890625
1021,0.3577880859375
1022,0.35546875
1023,0.3580322265625
1024,0.35638427734375
1025,0.35711669921875
1026,0.3585205078125
1027,0.35821533203125
1028,0.3577880859375
1029,0.359130859375
1030,0.35919189453125
1031,0.36187744140625
1032,0.36181640625
1033,0.36065673828125
1034,0.36187744140625
1035,0.3614501953125
1036,0.3623046875
1037,0.36407470703125
1038,0.365234375
1039,0.36285400390625
1040,0.362060546875
1041,0.363525390625
1042,0.3609619140625
1043,0.3631591796875
1044,0.3665771484375
1045,0.36297607421875
1046,0.364501953125
1047,0.36529541015625
1048,0.36383056640625
1049,0.36578369140625
1050,0.36822509765625
1051,0.36279296875
1052,0.35870361328125
1053,0.3636474609375
1054,0.36761474609375
1055,0.365234375
1056,0.3572998046875
1057,0.3604736328125
1058,0.36138916015625
1059,0.36370849609375
1060,0.3597412109375
1061,0.36102294921875
1062,0.3609619140625
1063,0.3558349609375
1064,0.35906982421875
1065,0.36138916015625
1066,0.3594970703125
1067,0.35906982421875
1068,0.35650634765625
1069,0.35650634765625
1070,0.3583984375
1071,0.357666015625
1072,0.35711669921875
1073,0.35552978515625
1074,0.35870361328125
1075,0.35614013671875
1076,0.35736083984375
1077,0.355712890625
1078,0.35791015625
1079,0.35870361328125
1080,0.3563232421875
1081,0.3594970703125
1082,0.35858154296875
1083,0.35601806640625
1084,0.35784912109375
1085,0.35809326171875
1086,0.359130859375
1087,0.35870361328125
1088,0.3564453125
1089,0.35931396484375
1090,0.3592529296875
1091,0.3597412109375
1092,0.36004638671875
1093,0.3597412109375
1094,0.3609619140625
1095,0.36053466796875
1096,0.360595703125
1097,0.36383056640625
1098,0.363525390625
1099,0.3616943359375
1100,0.365234375
1101,0.3663330078125
1102,0.3624267578125
1103,0.36431884765625
1104,0.36297607421875
1105,0.3616943359375
1106,0.36279296875
1107,0.36248779296875
1108,0.3648681640625
1109,0.36376953125
1110,0.36627197265625
1111,0.3646240234375
1112,0.36480712890625
1113,0.36334228515625
1114,0.36419677734375
1115,0.3609619140625
1116,0.36474609375
1117,0.36260986328125
1118,0.36187744140625
1119,0.36279296875
1120,0.362060546875
1121,0.36224365234375
1122,0.36322021484375
1123,0.36102294921875
1124,0.3612060546875
1125,0.3583984375
1126,0.358642578125
1127,0.35931396484375
1128,0.3587646484375
1129,0.3558349609375
1130,0.35992431640625
1131,0.3592529296875
1132,0.360107421875
1133,0.35589599609375
1134,0.3587646484375
1135,0.35882568359375
1136,0.35675048828125
1137,0.3577880859375
1138,0.35601806640625
1139,0.35693359375
1140,0.35833740234375
1141,0.35546875
1142,0.35760498046875
1143,0.35498046875
1144,0.35357666015625
1145,0.3564453125
1146,0.35546875
1147,0.3551025390625
1148,0.3548583984375
1149,0.35614013671875
1150,0.35736083984375
1151,0.357666015625
1152,0.35992431640625
1153,0.35784912109375
1154,0.35430908203125
1155,0.357421875
1156,0.35321044921875
1157,0.35955810546875
1158,0.3538818359375
1159,0.3531494140625
1160,0.3538818359375
1161,0.35784912109375
1162,0.3546142578125
1163,0.35223388671875
1164,0.34930419921875
1165,0.35797119140625
1166,0.35919189453125
1167,0.3594970703125
1168,0.35650634765625
1169,0.36236572265625
1170,0.3463134765625
1171,0.34832763671875
1172,0.360107421875
1173,0.3590087890625
1174,0.35455322265625
1175,0.35284423828125
1176,0.3538818359375
1177,0.35906982421875
1178,0.3612060546875
1179,0.3524169921875
1180,0.345458984375
1181,0.34527587890625
1182,0.35418701171875
1183,0.36407470703125
1184,0.35772705078125
1185,0.35662841796875
1186,0.349609375
1187,0.34869384765625
1188,0.3525390625
1189,0.355712890625
1190,0.35333251953125
1191,0.3482666015625
1192,0.357177734375
1193,0.36279296875
1194,0.36151123046875
1195,0.3526611328125
1196,0.35382080078125
1197,0.3531494140625
1198,0.34259033203125
1199,0.36627197265625
